"5319455","5319212","5319573","5319845","5319142","5319821","5319364","5319137","5319743","5319548","5319698","5319110","5319780","5319473","5319130","5319001","5319256","5319050","5319075","5319532","5319450","5319100","5319290","5319693","5319397","5319533","5319785","5319392","5319622","5319807","5319760","5319585","5319824","5319355","5319513","5319300","5319022","5319517","5319701","5319318","5319809","5319418"
0,1.77537716024038e-07,1.16649457421884e-07,5.52299823973814e-08,5.14025406310048e-08,2.9714725005666e-08,4.63067531596804e-08,2.29535811570394e-08,2.30065706794631e-08,1.65641326028901e-08,2.57894500556573e-08,2.35081865022976e-08,3.89280274119821e-08,2.64345146218362e-08,1.74132217116483e-08,6.49771985657169e-09,1.17751446036753e-08,1.56860122036432e-08,1.54138053779493e-08,1.24192269630305e-08,1.91215727434713e-08,9.44560866660538e-09,5.24702336300701e-08,2.82655419897031e-08,1.05540637485731e-08,3.60548702630753e-08,4.820854390233e-08,4.47413877565754e-08,3.70666913909237e-08,1.66033439792202e-08,3.04186848867087e-08,3.6314638182655e-08,3.16065201427357e-08,2.15120881951226e-08,6.65085487143004e-07,4.47024135221807e-08,1.90149476084995e-08,2.05401337297815e-08,3.01966484095899e-08,1.27374939188969e-08,1.95204315402483e-08,2.71336279327169e-08
1.34917020684237e-07,0,1.88749322838222e-08,5.24654604208421e-08,2.92235027831154e-07,1.74990518222113e-07,4.5982035283957e-08,2.25982991346247e-08,2.29864710862041e-08,1.62194665826001e-08,2.49616688803232e-08,2.26033357169856e-08,3.7318579346794e-08,2.58071621319543e-08,1.70310141937613e-08,6.42427266522278e-09,1.14895834667068e-08,1.52603362095582e-08,1.50703513313217e-08,1.21920429491639e-08,1.88529183113724e-08,9.32706683828261e-09,5.1765596690575e-08,2.80232321905137e-08,1.04513511106355e-08,3.59900296101302e-08,4.75620781982088e-08,4.44961875369022e-08,3.64896953472141e-08,1.63730766879026e-08,3.0342299616336e-08,3.63228380540032e-08,3.14254212602149e-08,2.17057734124194e-08,6.2353746558737e-07,4.28537609599733e-08,1.89129451861729e-08,2.06113396117595e-08,3.01850483987211e-08,1.22878704071064e-08,1.87489561238006e-08,2.57378288816917e-08
1.96640900577845e-07,4.07201837964581e-08,0,5.26646240500058e-07,7.79894072708114e-08,4.23802489308975e-08,6.7910018655306e-08,3.52670065530886e-08,3.37230062971732e-08,2.57195469054458e-08,4.04954292977811e-08,3.90246751571417e-08,6.46895906016061e-08,4.26477862370831e-08,2.7463039048769e-08,9.90350976538673e-09,1.88523155609933e-08,2.53635358471863e-08,2.44798491260779e-08,1.96129939213828e-08,2.99985553071315e-08,1.46602099475958e-08,8.1543243004694e-08,4.30491433628802e-08,1.62285251141553e-08,5.26058376696549e-08,7.49400310919307e-08,6.9392804673984e-08,5.69467420265295e-08,2.57065778489455e-08,4.63985888907022e-08,5.43090112386364e-08,4.70328590816906e-08,2.99571866348499e-08,1.02306611245217e-06,3.99633855944684e-07,2.91975763348217e-08,2.8319747158078e-08,4.50417065126396e-08,2.10693989879463e-08,3.28745922108498e-08,4.71686337951356e-08
1.16983701762317e-08,1.45962514209317e-08,6.65638411150159e-08,0,1.74490572150251e-07,1.60882424549788e-08,2.60207365447746e-08,1.37583127561211e-08,1.30586632188707e-08,1.00060403331493e-08,7.8726452967018e-08,1.5079997697008e-08,2.44212453460726e-08,1.63091138216021e-08,1.06337815573759e-08,3.82639896943554e-09,7.24436364325979e-09,9.72316122702676e-09,9.4358797510421e-09,7.57501121560348e-09,1.16534340547718e-08,5.67751006098495e-09,3.17178465557284e-08,1.66548657526449e-08,6.28605852834855e-09,2.02586455825213e-08,2.91519446939571e-08,2.72721206964566e-08,2.20739158270039e-08,9.93724893893689e-09,1.81570005727762e-08,2.1208773367473e-08,1.81813951953157e-08,1.16352205228728e-08,6.37134812209732e-08,1.50765173652331e-07,1.14329594472668e-08,1.07262308544251e-08,1.74650908907409e-08,8.01199504776844e-09,1.24725667192228e-08,1.77238769414656e-08
1.41924250283166e-08,1.0608501314892e-07,1.30415189342322e-08,2.26810179743872e-07,0,1.20462793041824e-07,1.9690428867387e-07,9.99764024971649e-08,1.64344699840398e-08,1.21505515238841e-08,9.46580643134117e-08,1.74207229892836e-08,2.82248585456339e-08,1.93658359190259e-08,1.27687754912947e-08,4.69359394582513e-09,8.62889321941658e-09,1.14956331757097e-08,1.12825723525927e-08,9.10054265228031e-09,1.40774828417186e-08,6.89212819711317e-09,3.8602720646907e-08,2.04145493604902e-08,7.67573623002283e-09,2.52296180757314e-08,3.53983287393901e-08,3.34808566220359e-08,2.68845360824742e-08,1.20629839082405e-08,2.25180730081629e-08,2.63875077536454e-08,2.28453741780923e-08,1.48195392645556e-08,4.27419200385946e-07,1.81288367511504e-07,1.40200082374549e-08,1.36248449212776e-08,2.15017230488154e-08,9.33359572375816e-09,1.43698916234055e-08,1.99278031406485e-08
1.86281014419878e-08,1.44155062504029e-07,1.62356194864807e-08,4.76873249282988e-08,2.74236091768425e-07,0,2.80846301568405e-07,2.30275348045643e-08,2.36942908653897e-08,1.64339318647172e-08,2.40260191902759e-08,2.20731986806192e-08,3.60510015678712e-08,2.55916325854326e-08,1.71558514953831e-08,6.53938888498118e-09,1.15632756144615e-08,1.53219053567656e-08,1.52769651301805e-08,1.23886662578269e-08,1.93465418846682e-08,9.53384819343569e-09,5.3566889523869e-08,2.88591347659029e-08,1.06875325818113e-08,3.65443748364017e-08,4.88658980067576e-08,4.65766345665452e-08,3.72826651029802e-08,1.66026769682451e-08,3.1722714447079e-08,3.75915357197007e-08,3.28688012977438e-08,2.19894891373527e-08,9.41445454561345e-08,3.87942065258704e-08,1.96330979137358e-08,1.20678209987974e-07,3.04843254391856e-08,1.21838007963475e-08,1.85132435467466e-08,2.4819603821091e-08
1.00711503226145e-08,1.32131502438064e-08,9.03971779148438e-09,2.68771908994378e-08,1.53737494173433e-07,9.65402314871578e-08,0,8.14275429938736e-08,8.39232447376955e-08,9.93979426671873e-09,1.39397542834073e-08,1.29262742179214e-08,2.12384261517964e-08,1.52640086148453e-08,1.03499307540182e-08,3.94534512375353e-09,6.98068332815164e-09,9.24576947139213e-09,9.2406602140902e-09,7.4959317497541e-09,1.17446353198428e-08,5.76767624651405e-09,3.29304489388354e-08,1.75664182575623e-08,6.46202285483257e-09,2.18792629955056e-08,2.96614181803055e-08,2.82272666939969e-08,2.26196846019865e-08,1.01078658123349e-08,1.93786334968465e-08,2.27488671199682e-08,1.99936970602856e-08,1.29083484673419e-08,5.18292647626905e-08,2.1558394903246e-08,1.19452400510207e-08,6.9120698417285e-08,1.82268224534872e-08,7.34141026424927e-09,1.11314464034322e-08,1.47727568375902e-08
1.83383730205894e-08,2.37965350643534e-08,1.73024161705993e-08,5.20245410745868e-08,2.8905743503998e-07,2.93934493091239e-08,3.02802797730818e-07,0,1.62634101912043e-07,1.22694215263472e-07,1.39264881126285e-07,1.59056748058519e-07,4.47812769096008e-08,1.97659450348159e-07,2.23161982175276e-08,8.23961658862073e-09,1.50035133362948e-08,1.98925442808625e-08,1.97438548340174e-08,1.59688394249454e-08,2.49482924644293e-08,1.21418121663449e-08,7.0068839695269e-08,3.6342893613869e-08,1.35212442803463e-08,4.36826723745839e-08,6.32506614815967e-08,5.9386389342244e-08,4.77761971718561e-08,2.13464794257128e-08,4.06428722005165e-08,4.63727197643717e-08,4.03651305693663e-08,2.42343913463511e-08,9.70369245290604e-08,4.08322443362693e-08,2.51262879325147e-08,2.11321479703923e-08,3.74552515297256e-08,1.5767250596617e-08,2.42611022173153e-08,3.21314228860788e-08
1.62606739570265e-08,2.13644705820476e-08,1.46639830739439e-08,4.30274117634282e-08,4.22753433955247e-08,2.67851316361448e-08,2.76176153738659e-07,1.43935234281532e-07,0,1.05885565465689e-07,2.3267009073085e-08,2.17804368174987e-08,3.67843104532105e-08,2.76226176754052e-08,1.1327761970738e-07,7.80510274975345e-09,1.32408493185166e-08,1.7561309433855e-08,1.78645867371099e-08,1.45466132626011e-08,2.31226921496748e-08,1.13620238791333e-08,6.57888907809512e-08,3.47494459920736e-08,1.27733674728881e-08,4.4518915248196e-08,5.9007341578293e-08,5.55199044473494e-08,4.48011710456027e-08,1.97231062787317e-08,3.88870722497944e-08,4.52221057797292e-08,2.40059616540329e-07,1.48826005358123e-07,8.32943903261837e-08,3.48695229311854e-08,2.40588376951086e-08,1.27782545439655e-07,3.71517520971054e-08,1.36457596126483e-08,2.04392894709977e-08,2.58351360550143e-08
