"5318610","5318205","5318479","5318460","5318029","5318860","5318785","5318094","5318001","5318410","5318256","5318247","5318592","5318753","5318150","5318756"
0,1.87957705418178e-07,8.34670745782565e-08,2.44438748484588e-08,3.42202047894091e-07,2.81399456368216e-08,3.44823510762781e-08,1.86915818782745e-07,4.89690378174095e-09,1.13155571499893e-08,1.2366515230784e-08,1.02490348835558e-08,6.78381473695247e-09,6.26307232165794e-09,3.97989303853618e-09,2.65897646578635e-09
1.16013948375606e-07,0,6.23073591212307e-08,2.0121735749306e-08,2.65980348684659e-07,1.40380459449734e-07,1.78506740660944e-07,2.26399270256579e-08,3.51835960686657e-09,8.88412376619331e-09,9.21772744744232e-09,7.46389634417075e-09,4.99796862015595e-09,4.90795358132866e-09,3.32474129029235e-09,2.25667089964991e-09
5.74449682212563e-09,7.563197195148e-09,0,4.54740939288099e-08,1.54773089177401e-08,4.94166407119021e-08,9.50342781887184e-09,5.35485417057812e-08,8.41153357697804e-09,3.99888879227593e-09,4.41146307349e-09,3.59604683087567e-09,2.30065381705917e-09,2.15009620747406e-09,1.29541862671112e-09,8.81959714185641e-10
1.46313907085571e-08,2.10945765002609e-08,3.84314794092019e-07,0,4.02093193280175e-08,1.5279113596538e-07,3.06303062901629e-08,2.16829020171856e-08,2.06408067593248e-08,7.1342160973444e-08,1.20838030781879e-08,9.69915083684347e-09,6.35983574913654e-09,7.05078102418903e-09,4.67561601820236e-09,1.93803195003528e-08
7.24511173557606e-08,9.15589907574804e-08,4.41100169983002e-08,1.34213541329747e-08,0,9.29849338745427e-08,1.86002162294981e-08,9.24074729977222e-08,2.48022771306592e-09,6.15379959771899e-09,6.57103393694146e-09,5.35800239477472e-09,3.48396187630318e-09,3.34377168923383e-09,2.16933088890002e-09,1.46737686929165e-09
1.45068557683456e-08,1.23245306296328e-07,3.53794642535746e-07,1.29600875762942e-07,2.35172440792612e-07,0,1.7656517955948e-07,1.23562398990167e-07,3.5234466221065e-09,9.4911285001644e-09,9.84793821202447e-09,7.91374191887037e-09,5.18308863214794e-09,5.29293129784892e-09,3.57757065451883e-09,1.46250196444862e-08
1.31233491049724e-08,1.1535915616345e-07,5.17759294070593e-08,1.95663409276535e-08,3.59581902985075e-08,1.30255464788765e-07,0,1.77795566041189e-08,2.94105113656997e-09,8.1576657336158e-09,8.19591857162686e-09,6.5206439091023e-09,4.38879522745247e-09,4.64110189917235e-09,3.31182602077176e-09,1.36156250329963e-08
1.19971622716629e-07,2.41790708927744e-08,4.63556435927836e-07,2.21841110782756e-08,2.82642712720643e-07,1.46326035320828e-07,2.85601137482227e-08,0,2.42486450525904e-08,1.09975576601825e-08,1.24487997683084e-08,1.03621985736331e-08,6.56284863683333e-09,5.99287815316483e-09,3.64379387577345e-09,2.46548704758218e-09
2.10910770829365e-07,2.64498421313701e-07,5.80583144542689e-06,1.72126805196497e-06,5.33928766186192e-07,2.90756086648202e-07,3.33197136397483e-07,1.98348490930754e-06,0,1.005779935126e-06,1.26957289582421e-06,1.86787204196228e-07,1.15376731520856e-07,1.02201870157712e-07,5.41264993754252e-08,3.72855933281977e-08
2.67559392115882e-08,3.62613737845777e-08,1.33752710300399e-07,2.73480039790483e-07,7.17828141825121e-08,4.2800869388889e-08,4.96239822365789e-08,4.20379852469024e-08,4.70349613669532e-08,0,1.74151978266904e-07,2.37585710395286e-08,1.5423689787687e-08,1.62917251993124e-08,5.22173270622684e-08,3.85186581007889e-08
1.93878539481204e-08,2.49431411027765e-08,9.571014841373e-08,3.05452824542584e-08,5.01531599706945e-08,2.86051804662949e-08,3.2931917733306e-08,3.06922012155305e-08,3.90011343481317e-08,1.12908690778574e-07,0,1.28119635707709e-07,1.35810336451331e-08,1.26622767030663e-08,3.58857753211349e-08,4.53568002961007e-09
2.17233976686169e-08,2.70823742736061e-08,1.0470885668576e-07,3.2980664291648e-08,5.54138374054386e-08,3.13485906246374e-08,3.60678175533644e-08,3.40950246376966e-08,8.7697328178668e-09,2.0429779620718e-08,1.68110576426184e-07,0,1.04110923231234e-07,1.55582852625825e-08,4.09553008543666e-08,5.33289329987063e-09
4.02117375266266e-08,5.03983917385717e-08,1.97054903795335e-07,6.32844010601488e-08,1.02416150838274e-07,5.90278095202373e-08,6.76592695961728e-08,6.36150405550773e-08,1.61544994713274e-08,3.95285174395672e-08,5.41744784003673e-08,3.24635047571292e-07,0,1.75367998160163e-07,8.57928075647077e-08,1.12916940467074e-08
3.57088694095525e-08,4.92472255751335e-08,1.80381371577128e-07,6.7712639598279e-08,9.60606368840728e-08,5.92743655460757e-08,7.04588674021146e-08,5.68093931911869e-08,1.40451967904625e-08,3.86499886847668e-08,4.66472228509807e-08,4.28164477425944e-08,1.82362896113295e-07,0,1.77663504793793e-07,1.54282154677409e-07
1.79983852223601e-08,2.66086746864208e-08,8.69217475395318e-08,3.65463731323487e-08,4.99515451850337e-08,3.19828652137781e-08,4.02769018891614e-08,2.73151319265108e-08,6.12187831494206e-09,1.14899051236412e-07,1.17798118066603e-07,1.03919619404962e-07,6.87316239841319e-08,1.30077188675504e-07,0,1.27491584121601e-07
5.92250412672486e-09,8.59917222318835e-09,2.82329111374577e-08,7.55827093363366e-08,1.65780831288762e-08,6.66843564152184e-08,8.48553899307652e-08,8.88941869678216e-09,2.05364575272335e-09,3.77975067099621e-08,6.54117070970222e-09,6.06540669487124e-09,4.48639038413257e-09,5.32181004951489e-08,5.86386135247511e-08,0
