"5317877","5317042","5317272","5317777","5317388","5317653","5317513","5317013","5317541","5317662","5317495","5317050","5317088","5317442","5317867","5317486","5317873","5317174","5317524","5317665","5317616","5317614","5317380","5317444","5317433","5317446","5317001"
0,6.02317491355204e-08,2.74401048624216e-08,1.07520494596397e-08,5.1643459786786e-08,1.71109422803736e-08,2.21485743121053e-08,1.16687580639604e-08,9.11786535790486e-09,7.79665505633737e-09,2.87561331813671e-08,2.58925757136497e-08,1.89440743494424e-07,3.03875605314387e-08,2.23885031600193e-08,9.97236054937122e-09,1.49110530611543e-08,6.80350450922146e-09,1.9882992219376e-08,2.68518460270365e-07,2.20265498283874e-07,1.42112801279266e-08,6.81974717876929e-09,1.46409856803653e-08,1.07518590591616e-08,7.32660140051955e-08,2.23011504042493e-09
4.39974095205369e-07,0,8.40825904696637e-08,3.35416832974451e-08,1.5785687474123e-07,5.20351183643587e-08,6.81034633019179e-08,3.52212109802054e-08,2.78511046941846e-08,2.40126339792332e-08,8.72084520677954e-08,7.84864007161668e-08,8.29314366756633e-08,9.2240283601415e-08,6.6760560720277e-08,1.7448638890919e-07,4.17624063448699e-08,1.82869191973158e-08,3.2832510745426e-07,1.24209362612389e-07,5.96714524944929e-07,4.28139618278444e-08,2.07522645550712e-08,4.35714149041096e-08,3.18841365216196e-08,2.17873468222082e-07,3.381693398915e-08
2.17608533283993e-08,9.41784351037111e-09,0,6.82779664533732e-08,3.45263715267635e-07,1.97374359818247e-08,2.56931093296907e-08,1.35611791911136e-08,1.05392135260907e-08,9.42679327521793e-09,3.32825870086196e-08,1.69006127301553e-07,2.52463170036156e-08,3.31320957618274e-08,2.55844789466493e-08,6.34915998431386e-08,1.44870081182461e-08,5.89548631205522e-09,1.77376605241773e-08,3.74885710317711e-08,3.00921983907617e-08,7.46625901704808e-08,8.01018142472483e-09,1.64237465205479e-08,1.21080779717113e-08,8.22269543540346e-08,2.30156565265615e-09
3.99706577060577e-08,1.71519261366803e-08,3.17472392057465e-07,0,6.56120237852721e-07,3.65116458170314e-08,5.16944370159917e-08,2.77029906430807e-08,1.95153222373545e-08,1.78339543265655e-08,6.3786684810165e-08,5.10348185625961e-08,4.55826849315069e-08,4.31500462601633e-07,4.71522606773093e-08,1.84043702284293e-08,2.49811775097345e-08,1.03113760605219e-08,3.0914740350766e-08,6.84508322165808e-08,5.49264094720292e-08,1.57772080267253e-07,1.50154966880146e-08,3.00264539543379e-08,2.13912014395653e-08,1.43997078593672e-07,3.92190935190873e-09
1.02602563950069e-08,4.43853987062608e-09,8.59617006759872e-08,3.53438738361764e-08,0,5.93698672451951e-08,8.00580067571929e-08,7.14682603397561e-09,5.37719744633364e-09,4.81044638493023e-09,1.70931585721529e-08,8.08352507857334e-08,1.18580082497326e-08,1.0542972719362e-07,1.2971141969567e-08,5.11890095453695e-09,6.77838435754563e-09,2.75540823413758e-09,8.26440513368091e-09,1.77075432828014e-08,1.42730887510974e-08,7.34383775382575e-09,4.05389629558794e-09,8.20672230136986e-09,5.97552731902303e-09,4.01514873259435e-08,1.07416098104781e-09
2.88273073458051e-08,1.24551287819331e-08,4.31974874842845e-08,1.71876459023737e-08,5.06810165790764e-07,0,2.40331845577371e-07,1.25989721535324e-07,1.03997446042436e-07,1.55081571878493e-08,5.54693579715107e-08,2.40737491451244e-07,3.41785445842033e-08,4.89418406581084e-08,4.24335466133714e-08,1.53755402358268e-08,2.06412659374322e-08,8.07151643408202e-09,2.38687616645571e-08,5.02028154788208e-08,4.04708958710295e-08,2.03191026227414e-08,1.30136087190971e-08,2.693839656621e-08,1.9842514189391e-08,7.31211952498508e-07,3.2600852675673e-09
2.04144868465397e-08,8.88816503291309e-09,3.01417835178042e-08,1.30233739252608e-08,3.66489645786395e-07,1.28806652281818e-07,0,9.78875356812821e-08,1.22063918204467e-08,1.10137356075128e-08,3.95861730941743e-08,2.86945021828287e-08,2.39208263991445e-08,2.27134672037271e-07,2.95724380466652e-08,1.03013029473891e-08,1.39846791720807e-08,5.54529379394354e-09,1.64363515577098e-08,3.52956020453254e-08,2.86422567520463e-08,1.53408504778776e-08,9.18411952012736e-09,1.82951878356164e-08,1.3000214464881e-08,8.56493768656114e-08,2.19881899780314e-09
3.43887989303658e-08,1.50190860663258e-08,5.03961929045278e-08,2.2353501341356e-08,1.0549616199589e-07,2.20576664841974e-07,3.17551283338556e-07,0,1.280023884487e-07,2.01174609718674e-08,7.3040507209007e-08,4.81925928172259e-08,4.01872630748078e-08,6.39798512019569e-08,5.3573954592523e-08,1.75331274765822e-08,2.39333779776789e-08,9.35855403586006e-09,2.7482433665986e-08,5.93762937765473e-08,4.85101302751152e-08,2.61660883963613e-08,1.6687206426872e-08,3.25249683287671e-08,2.26100239927548e-08,1.47760462590961e-07,3.73709291098837e-09
3.67767056765943e-08,1.58460184463005e-08,5.40553224607648e-08,2.11444983226687e-08,1.08872509214126e-07,2.44952024468796e-07,5.29878547966329e-08,1.71778480250854e-07,0,1.52600186735748e-07,9.17344879589864e-08,5.33928568188076e-08,4.37853362020675e-08,6.23118012756681e-08,7.04058037676583e-08,1.9947883780002e-08,2.83549443381995e-08,1.05766670335307e-08,3.04460548300873e-08,6.35565993488867e-08,5.19877573501229e-08,2.54920287060802e-08,2.18420023393304e-08,2.78833723726027e-07,1.77619897201003e-07,1.05748327944237e-06,4.36728840905768e-09
