"5341016","5341001","5341132","5341801","5341483","5341518","5341396","5341013","5341298","5341503","5341807","5341668","5341530","5341006","5341770","5341026","5341872","5341319","5341206","5341078","5341799","5341524","5341615","5341676","5341885","5341349","5341357","5341020","5341306","5341797","5341548","5341791","5341378","5341660","5341244","5341359","5341551"
0,3.00812729748285e-08,1.58263978126701e-08,6.03991535440743e-08,6.91224254872995e-08,7.16345066684912e-08,1.82494094831916e-08,4.20966716522686e-08,1.28542182081037e-08,2.22373584920611e-08,1.50962851469153e-08,8.49696700891925e-09,2.06453059751339e-08,8.38765398278005e-09,1.55618737623519e-08,7.48107872721981e-08,5.37193146227961e-07,1.52681804835302e-08,4.01236777554094e-08,6.12488990823082e-08,2.63714552872605e-07,1.83492273145404e-08,3.04647111055979e-08,4.91559071603757e-08,5.51541515433629e-08,6.5550624127468e-08,3.61820595407856e-08,1.9860776367242e-08,1.29699920200191e-08,4.81107324633916e-08,2.65624020943825e-08,1.92164002902755e-08,2.22508749326875e-08,2.57022198617717e-08,7.42151836330911e-08,1.04466049675913e-08,6.65244176055641e-09
1.94918719678756e-06,0,2.38614749216114e-07,8.78732688856982e-07,1.02379624740296e-06,1.06266037660237e-06,2.67752305554053e-07,6.31313141395177e-07,1.93884494302629e-07,3.328506240355e-07,2.25088130349029e-07,1.24114551821849e-07,3.08396792809684e-07,1.24314029625024e-07,2.32966481825809e-07,1.13132205908219e-06,1.15003052013596e-06,2.29438104068113e-07,5.04069200487004e-07,8.17486481727112e-07,3.83034100365764e-06,1.57990292638135e-06,2.74099785743443e-06,7.08232859005803e-07,8.34023893409423e-07,9.96246068117063e-07,5.34994762618036e-07,3.01319291847073e-07,1.94710413895278e-07,7.16272950519603e-07,3.95786654200104e-07,2.90124632192976e-07,3.2416270344208e-07,3.77827736218866e-07,1.1059300733708e-06,1.52578904059749e-07,9.85915117258535e-08
2.74712567463847e-08,7.11986899206169e-09,0,9.29464295791884e-08,1.16937388962622e-07,1.29456376289592e-07,3.09549403920296e-08,7.62560764465636e-08,2.40949390604089e-08,3.95149533969235e-08,2.78942792904985e-08,1.45198940318004e-08,3.71216273363254e-08,1.50453070488686e-08,2.88061135214067e-08,1.39167115275678e-07,9.46413860054869e-08,2.89471769795235e-08,4.35270899318238e-08,7.16855077411604e-08,5.45766872406853e-08,1.60357902852724e-07,3.07265398590182e-07,7.08834228150984e-08,5.89262009152571e-07,7.21393355819801e-07,6.14756325058905e-08,2.20947633065874e-07,2.42430814779103e-08,8.40887744449693e-08,4.73621369942587e-08,3.58874500250251e-08,3.84005775099037e-08,4.43850670382405e-08,1.34442235885739e-07,1.78715834141163e-08,1.17485813726697e-08
9.29059421048619e-09,2.30366586023404e-09,8.22280808008552e-09,0,4.47461970810275e-08,4.58466240182974e-08,1.13739103378e-08,2.63243056359348e-08,7.8168690351296e-09,1.43779854000139e-08,9.79107317828414e-09,5.39804954809621e-09,1.31927554519142e-08,5.22574882897755e-09,9.89507968029503e-09,4.76358819608101e-08,3.05024706972912e-08,9.70286615352127e-09,1.32990497736567e-08,2.17542466321479e-08,1.64793833361006e-08,5.29414655182002e-08,1.45564566460065e-08,1.61601063300831e-07,1.8722336148424e-07,3.86091570725061e-08,1.36110563283358e-07,1.06166564055205e-08,7.7638182570476e-09,3.01751349787435e-08,1.68881489542013e-08,1.26943065429988e-08,1.4443561855012e-08,1.67554893525413e-08,4.76711986644866e-08,6.66386772361512e-09,4.22464068530424e-09
4.10298669784227e-09,1.05450819462594e-09,4.01743556239096e-09,1.74483283680281e-08,0,1.60986129636055e-07,6.99343255547228e-09,1.58887305054198e-08,4.62748810348544e-09,8.76084703691597e-09,6.04589782908687e-09,3.26429267753304e-09,8.17021802969404e-09,3.23634884633358e-09,6.11943001780667e-09,2.90779101217134e-08,1.36949762450959e-08,5.91808246997695e-09,5.99855503168368e-09,1.00483251202145e-08,7.60735915786968e-09,4.1267133133317e-09,6.90960069582175e-09,1.20319220434288e-08,1.61614739629303e-08,2.11295265436803e-08,7.57793308083344e-08,5.52619637156949e-09,4.42839792480051e-09,1.06994356223429e-07,1.04999466059784e-08,7.85639180719658e-09,8.85210547686034e-09,1.02158879979371e-08,2.90620754042951e-08,4.21007511444599e-09,2.53798146552263e-09
3.4943689124965e-09,9.30983687199813e-10,3.68942138289797e-09,1.47116354639715e-08,1.3454637512677e-07,0,3.56118244236866e-08,1.00794050708832e-07,4.84583749655017e-09,8.92932901474856e-09,6.31928931372219e-09,3.23502756476958e-09,8.33264108182852e-09,3.4190685355222e-09,6.46594225690799e-09,3.05985878862422e-08,1.20664933566794e-08,6.32511476222451e-09,5.3509489804171e-09,8.92038315264472e-09,6.81736452291855e-09,3.64106395591458e-09,6.2988328253623e-09,1.03689682119998e-08,1.47334867426761e-08,2.04932102287831e-08,1.10802063409679e-08,5.35454187328377e-09,2.6455238050555e-08,9.80463207368918e-08,6.66555328062895e-08,8.13061572500634e-09,8.70724563560742e-09,1.01272193827159e-08,2.99247148294198e-08,4.21735294718664e-09,2.61088922279661e-09
3.34478121127405e-08,8.97381474273727e-09,3.43897655535288e-08,1.45514783701327e-07,2.30212417404057e-07,1.56231160742649e-06,0,1.65795217610248e-07,4.69721689135709e-08,1.07145014590081e-07,7.22100215543065e-08,3.95477807658063e-08,9.81394729132732e-08,3.91893631520172e-08,7.20325529316361e-08,3.26646350380726e-07,1.14514146836581e-07,6.63124628323653e-08,5.03542306624611e-08,8.41951454645122e-08,6.46257106578279e-08,3.48031242417514e-08,5.76005472528455e-08,1.01643863994736e-07,1.37127121957707e-07,1.86951144978646e-07,1.06814642936046e-07,4.94207750957521e-08,4.14271912772702e-08,1.54731432982995e-07,7.15038190253005e-07,9.05263467620473e-08,6.71639718444244e-07,1.23290836123883e-07,3.47987523666891e-07,5.07459879535787e-08,3.09476591109513e-08
5.27409182911022e-09,1.43531697707779e-09,5.7464999622463e-09,2.236268940262e-08,3.49198557452128e-08,2.58484635346669e-07,1.11638116135745e-08,0,4.1870204498993e-08,1.55237571291316e-08,1.12182246575342e-08,5.54729754685516e-09,1.47453078031803e-08,6.05931300288167e-09,1.15456030165938e-08,3.09775581198106e-07,1.83519885392185e-08,1.12750621452209e-08,8.26076596042326e-09,1.37820857250787e-08,1.05565254830224e-08,5.56432827772466e-09,9.75965869539191e-09,1.58158238918466e-08,2.26374742772854e-08,3.19888957805384e-08,1.67702763298792e-08,8.44430171784971e-09,4.28319762728029e-08,2.46404385923477e-08,1.14010166229674e-07,1.41993710182548e-08,1.46990000412754e-08,1.72742988338244e-08,5.28328589879227e-08,7.18161146926966e-09,4.59120396778921e-09
4.62457540956108e-08,1.26838449371738e-08,5.17089798792677e-08,1.89932072566728e-07,2.87567892932416e-07,3.65694546156515e-07,8.84990683867002e-08,1.41804301727624e-06,0,1.26261823869095e-07,9.44960659957591e-08,4.53488853369949e-08,1.24945808734781e-07,5.22497806173938e-08,1.00036751764856e-07,2.66221772716034e-06,1.62683053511737e-07,6.03450439992463e-07,7.53952020914073e-08,1.24584679745171e-07,9.50480633133352e-08,4.88461294129812e-08,8.88150387216727e-08,1.35497852054795e-07,1.99884338282412e-07,2.89122238644038e-07,1.41558872651048e-07,7.89121948368589e-08,3.88669635020023e-07,2.07735430680208e-07,1.49994113169862e-07,1.17878459318624e-07,1.17866194015452e-07,1.39983151524758e-07,4.4203729063904e-07,5.83031980482505e-08,3.84568690722049e-08
