"5344090","5344001","5344650","5344110","5344874","5344855","5344420","5344279","5344078","5344378","5344035","5344430","5344847","5344560","5344098"
0,4.00755564342044e-08,1.17464299204996e-07,6.76511859693288e-08,2.22051137894971e-08,3.27931623592218e-08,1.72052898862588e-07,1.83466864803826e-08,1.69020761864141e-08,2.25107474216964e-08,2.14647222314888e-08,9.12586202024231e-09,4.49480547428806e-09,1.36244517719589e-08,4.08145974096518e-08
9.50048978172266e-07,0,9.133071259168e-07,5.82505014625617e-07,1.82685553007796e-07,2.62658652261409e-07,1.32302215076494e-06,1.00347850213173e-06,9.75184866290022e-07,1.31519387888867e-06,1.1763631729145e-06,4.55693453697686e-07,4.24513606475647e-08,6.70927622235091e-07,2.32747299180119e-06
1.49355618185344e-07,4.98384448268085e-08,0,5.79979634196816e-07,1.87558483858247e-07,4.57205765487096e-08,2.36143984772749e-07,1.53106601170577e-07,2.26115967517762e-08,2.92977928405673e-08,2.73125484749142e-08,1.13390877136993e-08,5.35433401844836e-09,1.61503416984191e-08,3.55671711564903e-07
5.89420092926942e-09,2.46377221301657e-09,3.93320110915918e-08,0,6.07114053231902e-08,1.44785478198039e-08,7.36368758869579e-08,7.98892946330644e-09,6.64333725924444e-09,8.44373324792017e-09,7.80556054600429e-09,3.25262433839284e-09,1.52128638099408e-09,4.39496421178022e-09,1.54192492403796e-08
1.64095263578825e-08,6.62235467865581e-09,1.08751762555629e-07,5.30818041826009e-07,0,2.7312073798832e-07,2.1984719083333e-07,2.09534703615327e-08,1.74278604584375e-08,2.23805404574129e-08,2.05505283439629e-08,8.58904743410738e-09,3.99925766691563e-09,1.15498904398766e-08,4.12200141569486e-08
9.11828152471988e-09,3.59163728177481e-09,1.01130099215209e-08,4.66452867380457e-08,9.65926793423286e-08,0,7.29343670121153e-07,1.11867294920944e-08,9.32350605665001e-09,1.20203507383854e-08,1.10052276180396e-08,4.63232019148484e-09,2.1144280426075e-09,6.20354011788792e-09,2.21856183055796e-08
2.19402584580667e-09,8.40214133622513e-10,2.39129034092123e-09,1.06809482546144e-08,3.82649901417868e-09,3.67016450299172e-08,0,2.56986521942744e-09,2.15174145185431e-09,2.75360661301476e-09,2.54056464518112e-09,1.07618373108047e-09,4.79607812969292e-10,1.43726883767746e-09,5.12344057985775e-09
1.89049196946457e-08,4.40516982280158e-08,1.23975549145696e-07,9.3693469084686e-08,2.90519321167114e-08,4.11293657964195e-08,2.05689549204317e-07,0,1.42963644045394e-07,3.17548255535239e-08,2.82956990486473e-08,1.18761094946713e-08,5.49661964876495e-09,1.60728038548848e-08,3.27303478569367e-07
1.90206494628412e-08,4.72528458232208e-08,2.0297999189533e-08,8.6038268550196e-08,2.6850618850863e-08,3.77168192485459e-08,1.89457467543132e-07,1.56980680443011e-07,0,2.18189650725234e-07,3.34981379324985e-08,1.418294340173e-08,6.46455136255369e-09,1.91459206147604e-08,5.09444127582285e-08
1.23190027422904e-08,3.10201826715122e-08,1.29400943661681e-08,5.3936766056788e-08,1.68286155345846e-08,2.37357576047103e-08,1.19257977083325e-07,1.67110275493096e-08,1.05849171970775e-07,0,1.37056967377427e-07,1.00493726512115e-08,4.58517725367469e-09,1.36751218438144e-08,3.23004878885098e-08
2.50795516010584e-08,6.27955595581887e-08,2.56690564940387e-08,1.06002600274996e-07,3.24482986316065e-08,4.69591420441652e-08,2.34098737603645e-07,3.27641435913239e-08,3.56200842593671e-08,3.05986217795068e-07,0,1.19296602902728e-07,1.06570872270536e-08,3.16084176044e-08,6.36224497971516e-08
6.29328438721589e-08,1.56754115951202e-07,6.41982397294677e-08,2.66056521877969e-07,7.92633341383187e-08,1.15784240663554e-07,5.77023529808101e-07,8.09436095860001e-08,8.76832020417318e-08,1.29159307304946e-07,7.84622777270646e-07,0,1.73798547961153e-07,4.69715360207031e-07,1.58937131333707e-07
4.18651565637867e-08,1.99188569378348e-08,4.04734654488658e-08,1.60291740983195e-07,4.94679357220008e-08,6.67594717906152e-08,3.39363313274575e-07,5.02026526646137e-08,5.45725799970507e-08,7.44675926004488e-08,8.58757731472075e-08,2.36408318060444e-07,0,3.67751942801757e-07,9.52043080918674e-08
4.55956617799084e-08,1.09526646198996e-07,4.37963282152235e-08,1.71229280562269e-07,5.16228480512578e-08,7.53939016612724e-08,3.76738870168317e-07,5.20735261697154e-08,5.65152495830574e-08,8.21266853260478e-08,8.83876251158738e-08,2.30667612491984e-07,1.29427427044362e-07,0,1.06372237408973e-07
9.87900529064913e-09,2.25003221659733e-08,6.32099202895953e-08,4.24176332078233e-08,1.33601921384118e-08,1.91381535811109e-08,9.6390078873453e-08,7.17719041886547e-08,1.08673914701034e-08,1.42798080113017e-08,1.29400225025095e-08,5.3641080225029e-09,2.50689682987795e-09,7.55252260719153e-09,0
