"5397666","5397511","5397161","5397777","5397001","5397889"
0,9.43075526505197e-09,1.81007505253678e-09,6.07653967064649e-09,3.30751289956846e-10,9.03139748211414e-09
3.22812082531416e-07,0,1.76451947047865e-07,6.81004401153226e-08,1.6760910736835e-08,4.60710509677777e-08
1.7012491226084e-08,5.03807018818912e-08,0,2.72869308227322e-07,8.08509201570349e-09,2.00084024180578e-08
5.05354352994453e-09,1.68565134723906e-09,2.35404682455801e-08,0,3.14856054961341e-09,8.99380089845266e-09
2.93226981206838e-07,4.52821029354877e-07,7.70149477017474e-07,3.46751321551317e-06,0,2.66217542144085e-06
1.42316166647798e-08,2.16068926874213e-09,3.33323112480106e-09,1.70509510856287e-08,4.56377325652137e-09,0
