"5391530","5391263","5391536","5391798","5391001","5391540","5391460","5391430","5391405","5391669","5391407"
0,1.98523891263617e-08,5.92002657943161e-09,7.98169158993406e-10,9.10170029611991e-11,3.70249136700051e-10,4.86764230855603e-09,6.65587124516248e-09,2.9174406514599e-08,3.69107285326299e-09,8.22385673237554e-10
1.34111496963008e-07,0,2.60214161930076e-07,6.16865129641972e-09,7.36981919282075e-10,3.03981653531712e-09,2.77577374354368e-08,2.79392621168376e-08,1.44190373690828e-07,2.31029732118731e-08,4.80527663214166e-09
3.04290413667482e-09,2.03109693379556e-08,0,1.70100752551103e-08,3.35944075085035e-10,1.17322501063096e-09,9.03867296653941e-08,1.25847096258984e-08,2.40157912151831e-08,5.28223902758504e-08,1.82651077581022e-08
3.83630468787031e-09,4.6808719553925e-09,1.67767285217747e-07,0,1.72109128987675e-08,9.62554520680315e-09,1.60181540534471e-08,1.31597891762393e-08,4.68216433479968e-09,8.82976601035985e-09,3.22583863681925e-08
3.57612470290292e-08,4.37333696835067e-08,2.53720182784707e-07,1.45131602875612e-06,0,5.40493083441022e-07,1.48822342151359e-07,1.22727569015296e-07,4.36639033955745e-08,8.21517025963736e-08,5.08094336384898e-08
6.60027167031196e-09,7.96146062625515e-09,3.77699505213658e-08,3.28912115231557e-08,2.16158160470607e-08,0,2.10612218279811e-08,1.78906257141102e-08,7.52622648541146e-09,1.27231548526859e-08,6.77435840962245e-09
3.28962709660818e-09,2.89667306160457e-09,1.19360758536087e-07,2.24246174154432e-09,2.65678284353413e-10,8.58404181565175e-10,0,1.40957565452423e-07,4.05544444792744e-09,5.38242559642398e-08,2.72761206548613e-08
2.21836171696721e-09,1.45689991361224e-09,8.16567982007769e-09,9.25921794216422e-10,1.05646109564696e-10,3.40132667733347e-10,6.92615207725129e-08,0,2.2128355432954e-09,4.3390458132388e-09,2.32311350484464e-09
1.24543520744317e-07,9.45129867725758e-08,2.00735270087917e-07,4.01167120699361e-09,4.76140222861405e-10,1.86743961864231e-09,2.48820268582978e-08,2.7633068370293e-08,0,1.17550756745121e-07,4.02381139993318e-09
8.61374061308649e-09,8.47782650645664e-09,2.4631410386424e-07,4.23862198381012e-09,5.04413058490015e-10,1.79118337036933e-09,1.90066623310128e-07,3.02685413108913e-08,6.55873928020369e-08,0,5.34279302372202e-09
5.28617203529276e-09,4.93455005441307e-09,2.42421317930893e-07,4.40923578856096e-08,8.73762091453382e-10,2.61898098340909e-09,2.667663353245e-07,4.59646626942687e-08,6.36088064115023e-09,1.48932851522604e-08,0
