"5391530","5391263","5391536","5391798","5391001","5391540","5391460","5391430","5391405","5391669","5391407"
0,7.78958118345618e-05,2.32287042910448e-05,3.13181623760038e-06,3.57127965369005e-07,1.45276505012683e-06,1.90994115081967e-05,2.61159747982063e-05,0.000114473077561658,1.44828471079906e-05,3.22683578536585e-06
0.000526219986208601,0,0.00102101531787313,2.42042455243269e-05,2.89173280578304e-06,1.19274801304505e-05,0.000108914422262295,0.000109626679730942,0.000565766978769387,9.06502911400869e-05,1.88547041853659e-05
1.19395951062778e-05,7.96951659398034e-05,0,6.6743282782239e-05,1.3181605646149e-06,4.60344163546322e-06,0.00035465493052459,4.93792543946188e-05,9.42319607805746e-05,0.000207261853844868,7.16677165658537e-05
1.50527005190311e-05,1.83665713349713e-05,0.000658276885373134,0,6.75313194865391e-05,3.77682330051939e-05,6.28512319672131e-05,5.16357227802691e-05,1.83716423086702e-05,3.46457943831494e-05,0.000126573843512195
0.000140318193030153,0.000171598809295659,0.000995534567201493,0.00569460126783184,0,0.00212075973615171,0.000583941665016393,0.000481552298923767,0.000171326240948385,0.000322342743062521,0.000199363515239024
2.58978159663866e-05,3.12387811322686e-05,0.000148199843358209,0.000129056891213982,8.48150582146545e-05,0,8.2638969147541e-05,7.01983426457399e-05,2.95310311721332e-05,4.99224788532263e-05,2.65808888097561e-05
1.29076743203164e-05,1.13658209254709e-05,0.00046834177630597,8.79885925838451e-06,1.04245516823171e-06,3.36816340741635e-06,0,0.000553082247443946,1.59125501525553e-05,0.000211192924339686,0.000107024678419512
8.70429678695007e-06,5.71651103603604e-06,3.20400861940299e-05,3.63308564005668e-06,4.14528922404477e-07,1.33459555501872e-06,0.000271764892131148,0,8.68261346300534e-06,1.70253310096958e-05,9.11531661463414e-06
0.000488677639520514,0.000370845331848894,0.000787635016007463,1.57407948984412e-05,1.86825519945244e-06,7.32736620364778e-06,9.76308528852459e-05,0.000108425252017937,0,0.000461239781778669,1.57884299804878e-05
3.37981647305981e-05,3.32648717547093e-05,0.000966474965037313,1.6631293008975e-05,1.9791907382502e-06,7.02815574948665e-06,0.000745773913213115,0.00011876618896861,0.000257348532506992,0,2.09637841268293e-05
2.074161752348e-05,1.93619407760033e-05,0.000951200646231343,0.000173007389253661,3.42842400634021e-06,1.02762266336514e-05,0.00104672440822951,0.000180353845246637,2.49585054157132e-05,5.84375276161819e-05,0
