"5373520","5373443","5373283","5373347","5373152","5373870","5373411","5373461","5373043","5373861","5373408","5373026","5373168","5373616","5373217","5373671","5373854","5373873","5373275","5373200","5373030","5373352","5373547","5373226","5373319","5373268","5373349","5373055","5373270","5373686","5373001","5373624","5373124","5373622","5373675","5373555","5373067","5373483","5373024","5373236","5373563","5373585","5373504","5373770","5373678","5373148","5373449"
0,7.63813395467438e-09,5.18270662225341e-08,2.93738303477345e-08,2.15458894855147e-07,2.29517722313386e-08,6.26128203610375e-09,4.35794802273459e-08,1.15147991656463e-08,1.14659234516198e-08,1.41431164206373e-08,2.26681683365239e-08,2.58755029712064e-09,3.67157704786372e-09,4.1148798499363e-09,9.15856604815709e-09,2.43180434707785e-08,2.24586896188837e-08,5.6288296606142e-09,1.68165885523578e-08,3.3341355748659e-08,1.28476553387437e-08,3.2575475177305e-08,1.36143377478735e-08,4.75863946193429e-09,6.17832455008449e-09,1.01588091952201e-08,2.06544970592898e-08,1.72154206867013e-07,3.32475840891607e-08,9.89066440580824e-10,7.29903862850985e-09,8.65662532876085e-09,2.16533471816753e-08,9.12217152484612e-09,2.66530212942541e-09,4.32451154247097e-09,4.56347145530606e-09,1.82846527972856e-08,1.3423979695605e-08,1.48410279397979e-08,4.3993241040373e-09,4.11112011465438e-09,2.96538100990869e-08,8.08955461035111e-09,1.68145297578901e-08,4.37784803450913e-09
9.38739919243883e-08,0,1.79727785453976e-07,9.65263535095042e-08,1.19326058656707e-07,7.40098976846589e-08,2.03022991626233e-08,1.39018498883472e-07,3.73521473436946e-08,3.76364394435785e-08,4.7342918284659e-08,7.44417576386644e-08,8.42455158209204e-09,1.1876296648515e-08,1.34204321583017e-08,2.98848076716138e-08,7.88278151029118e-08,7.51118422357059e-08,1.86645092274224e-08,5.58799491712399e-08,1.12456809141884e-07,4.35947001617077e-08,1.07682464004663e-07,4.56394974988696e-08,1.57316956688475e-08,2.02337003535067e-08,2.2604394343309e-07,4.26382862584423e-07,5.80246152798247e-07,1.07089360321165e-07,3.22475075175708e-09,2.32519756249475e-08,2.77083754767948e-08,6.93476677779889e-08,2.93600094961853e-08,8.65457621262628e-09,1.42492066389448e-08,1.49706880951628e-08,6.04178204471471e-08,4.45662568984524e-08,4.94703463880336e-08,1.46216609565754e-08,1.3412375999118e-08,9.83110335581793e-08,2.64286696386488e-08,5.61446169112574e-08,1.4772695850754e-08
5.509706233774e-07,1.49632601777957e-07,0,5.68488216988491e-07,7.03411615517025e-07,7.35966990570939e-08,1.96246383875992e-08,1.39103979427486e-07,3.64659205305996e-08,3.55149240064799e-08,4.43058415620927e-08,7.0991849004301e-08,8.21226745264857e-09,1.17568933641817e-08,1.29700936206009e-08,2.86262140262164e-08,7.62775748606044e-08,6.99476716904298e-08,1.74989075343639e-08,5.28409093879603e-08,1.02755880636363e-07,3.99658625207793e-08,1.01712766928981e-07,4.25064425934405e-08,1.49402625574331e-08,1.92010163779483e-08,3.30743621713113e-08,6.52602162113377e-08,5.40731777698791e-07,1.05642138167181e-07,3.14794148128964e-09,2.29330492422474e-08,2.77134119639306e-08,6.88073583927862e-08,2.90545452456851e-08,8.49173484599895e-09,1.37430958091494e-08,1.43853708413135e-08,5.7519912531465e-08,4.19164515847854e-08,4.65564046654677e-08,1.38086347944833e-08,1.30137749312238e-08,9.24922925547779e-08,2.53963026215e-08,5.23233772278686e-08,1.36811244947219e-08
2.24989363522163e-08,5.98121377696909e-09,4.30979388341292e-08,0,2.00911829356323e-07,2.10627519174481e-08,5.35752968784977e-09,4.04833783038595e-08,1.04494329599125e-08,9.58778301347557e-09,1.16522976292195e-08,1.96569966810034e-08,2.39710393191971e-09,3.45545546447032e-09,3.72339940680363e-09,8.14548773694059e-09,2.20714226956701e-08,1.91799866292829e-08,4.80375064449101e-09,1.46512201974502e-08,2.64643634040741e-08,1.07003007813777e-08,2.80047704265034e-08,1.16364474563546e-08,4.1887616887114e-09,5.37563789232969e-09,7.63837804022588e-09,1.60277335067406e-08,2.19796465512498e-08,3.0660953279849e-08,9.11854851712062e-10,6.87284256911666e-09,8.31848742461429e-09,2.03189022094007e-08,8.55103548624872e-09,2.50342558070876e-09,3.95691980033924e-09,4.12374744778143e-09,1.61681826043371e-08,1.16801713226057e-08,1.29557911888333e-08,3.84596146573293e-09,3.76936741144423e-09,2.56468903476927e-08,7.23872410273722e-09,1.42825923048895e-08,3.70112818146623e-09
1.16157344080876e-07,5.05117266340515e-09,3.59906778653479e-08,1.36928080275889e-07,0,1.07666232079383e-07,4.64103216350992e-09,3.42783018940035e-08,8.8590580446194e-09,8.33446403029145e-09,1.00680564640288e-08,1.68873295129652e-08,2.00723910905557e-09,2.86578317531099e-09,3.13589791414365e-09,6.92122178258365e-09,1.8720369054175e-08,1.64941311702936e-08,4.15773715275481e-09,1.25899363523383e-08,2.30680288370867e-08,9.25403572659073e-09,2.4098011755562e-08,9.99359113413965e-09,3.56093619747732e-09,4.62100276008985e-09,6.51877955122156e-09,1.39095907998524e-08,1.12493357227734e-07,2.60115882179282e-08,7.6607114227241e-10,5.77749239446613e-09,6.89273076378529e-09,1.69546606436456e-08,7.13510096397768e-09,2.08352001871942e-09,3.31497973616689e-09,3.48285697598298e-09,1.38428233388965e-08,9.96487408027756e-09,1.1084921260893e-08,3.2758364771438e-09,3.16966641506119e-09,2.19999470974389e-08,6.1509542551723e-09,1.2302188462761e-08,3.18331767032438e-09
2.9838485194712e-08,7.8010529971636e-09,9.38845892795106e-09,3.58294070313248e-08,2.64016467147761e-07,0,4.29570836267588e-08,3.21959142702709e-07,1.4509868570177e-08,1.36127228292843e-08,1.62322429291995e-08,2.76324779355095e-08,3.27072102203935e-09,4.64234682921994e-09,5.11085085244784e-09,1.13080619938006e-08,3.06195444689199e-08,2.7006248649583e-08,6.84927601667725e-09,2.06194127323251e-08,3.73573254920252e-08,1.50981135273658e-08,3.9451114835325e-08,1.63121008073575e-08,5.80227564563321e-09,7.53220452260412e-09,1.01252418982651e-08,1.30798213473694e-07,1.75423958072763e-07,4.262736002379e-08,1.24786080276735e-09,9.48650849645831e-09,1.1220983056829e-08,2.77369415605728e-08,1.1593085436949e-08,3.38829462246276e-09,5.39830444809784e-09,5.68826249583249e-09,2.26581083001471e-08,1.62581943786906e-08,1.82452533294911e-08,5.35397705530684e-09,5.17093210749228e-09,3.60427896159141e-08,1.00737567776142e-08,2.0197047483933e-08,5.19163093955059e-09
1.12747106777532e-07,2.95984055187448e-08,3.44787226964027e-08,1.26074199909679e-07,1.61046888430508e-07,6.22077313154903e-07,0,1.2225477137101e-06,5.74233509974467e-08,3.39982420695443e-07,3.96310212586675e-07,1.13439593329687e-07,1.28812220217193e-08,1.79968463411233e-08,2.04030965334029e-08,4.56440278638803e-08,1.2268727094376e-07,1.11151244976449e-07,2.85185588172235e-08,8.37919747531873e-08,1.55556724901899e-07,6.27453849423209e-08,1.62570842320023e-07,6.7666236986017e-08,2.36054172914225e-08,3.03291234254688e-08,3.94439559782157e-08,5.19267828294457e-07,1.12301358143851e-07,9.64926808329078e-07,4.89817835295058e-09,3.73089599524129e-08,4.28991334174459e-08,1.08120351534834e-07,4.53265942582541e-08,1.32390483441814e-08,2.13810314997541e-08,2.27565202705169e-08,9.27354212314997e-08,6.6312709559986e-08,7.42857196628084e-08,2.17935491990037e-08,2.04891010841563e-08,1.47997298836204e-07,4.08366463567709e-08,8.3296374351699e-08,2.13296248454904e-08
1.40299859424538e-08,3.63094672992421e-09,4.33880633683689e-09,1.6910642439752e-08,2.10716292135987e-08,8.19318354003879e-08,2.1607746390612e-08,0,8.0543914847704e-09,7.14479820102663e-09,8.16852621009816e-09,1.49958715162966e-08,1.82074933084071e-09,2.56478243994563e-09,2.83860968694025e-09,6.25156810033282e-09,1.70252709609692e-08,1.46988486439907e-08,3.78286593601676e-09,1.12553394495413e-08,1.88093730671344e-08,8.13825410996628e-09,2.1437289614301e-08,8.97904197747134e-09,3.20955076017949e-09,4.07733020176557e-09,4.81258345326913e-09,1.05539707514171e-08,1.38782896566494e-08,1.38730370188402e-07,6.92547374025762e-10,5.27218173791617e-09,6.30936264858316e-09,1.55428921729517e-08,6.45973812737524e-09,1.88572117753194e-09,3.00394227521336e-09,3.15766142554336e-09,1.26730022968753e-08,8.92933557798306e-09,1.00455138898524e-08,2.93903520881422e-09,2.86913697912069e-09,1.98005504758519e-08,5.65367396931272e-09,1.09731630268778e-08,2.79278010304036e-09
4.10345515343662e-08,1.05628173909184e-08,1.24500599760677e-08,4.82652146483653e-08,5.97543413819555e-08,3.92375648537287e-08,1.12396082489799e-08,8.91019408485616e-08,0,1.39626327021684e-07,2.51965481184563e-08,2.99015393555926e-07,6.28664407915795e-09,8.75749099835509e-09,9.8765868051275e-09,2.18526309273835e-08,5.96570615922076e-08,5.11788243428394e-08,1.31856478102318e-08,4.0088781534079e-08,5.89692844873914e-08,2.80634889633857e-08,7.39432694063927e-08,3.10491323821739e-08,1.12707863200539e-08,1.43230996476447e-08,1.43668338122394e-08,3.16717022332736e-08,4.04905631890399e-08,4.37851195338544e-07,1.26326539228219e-08,1.84064480523031e-08,2.12404559654009e-08,5.31850404221873e-08,2.2189551132937e-08,6.47154818194033e-09,1.04717990147951e-08,1.10428368746e-08,4.44572734933986e-08,3.13064074039259e-08,3.54500833729119e-08,1.02759485365213e-08,9.93621235896823e-09,6.90898331279694e-08,2.00626752559955e-08,3.77886225240521e-08,9.59572247183769e-09
