"5370221","5370523","5370820","5370713","5370473","5370418","5370771","5370429","5370204","5370230","5370508","5370823","5370001","5370215","5370702","5370742","5370110","5370717","5370235","5370233","5370670","5370678","5370265","5370124","5370708","5370400"
0,1.5432095651841e-07,5.90685258775944e-08,5.86348703664986e-09,2.04359193243399e-08,1.54868509522132e-08,8.45229871977762e-09,5.40454749620438e-09,5.15399220525991e-08,6.5047840120957e-08,1.33787887101922e-08,1.77694943432886e-08,3.52817783539836e-09,1.34190105328795e-08,2.21092925738086e-08,7.6949919457725e-09,2.45254440162139e-08,1.62539627256893e-08,1.19132851805729e-08,2.36705302538162e-08,8.07891789926269e-09,8.73086862724527e-09,8.96925271589355e-09,1.85864888153338e-08,4.0528338772873e-09,2.15024201156514e-08
1.59652848259263e-07,0,6.2273390846738e-08,6.10309489453053e-09,2.2627114326214e-08,1.71374024493108e-08,9.60336234322825e-09,6.0565411020355e-09,5.54772596130013e-08,6.9844813435762e-08,1.4627298953224e-08,1.92090391384254e-08,2.01682345011697e-08,1.50889596061562e-08,2.48267500853642e-08,8.61717315944793e-09,2.72107107962525e-08,1.80385391209083e-08,1.34118958730498e-08,2.69864382791337e-08,9.08106913153485e-09,9.92264148230436e-09,1.01409133662175e-08,2.09016892128909e-08,4.52661219776767e-09,2.4003735145221e-08
3.63594644580248e-07,3.70445492175788e-07,0,9.50941119556771e-08,5.52672121695463e-08,4.29878263345398e-08,2.18934187752496e-08,1.37401784205813e-08,1.47967046048454e-07,1.87923627078556e-07,3.84158594050248e-08,2.97280414112598e-07,4.65792498825313e-08,3.47800593294801e-08,5.90700472257465e-08,2.04911619028596e-08,6.6428116801545e-08,4.47943655278958e-08,3.14957967407744e-08,6.10256650960958e-08,2.03031487740973e-08,2.22548429181496e-08,2.25827096054987e-08,4.61665829877945e-08,9.96008638139215e-09,5.2460246872134e-08
7.8784602775516e-08,7.59785583499989e-08,2.21158837054206e-07,0,7.42703983903194e-08,5.94899588222524e-08,2.95834659863925e-08,1.86947451632012e-08,1.20213250397173e-06,2.77137975413359e-07,5.70236347292517e-08,3.97977153338384e-07,1.16335758186244e-08,4.707226665562e-08,7.93821198458318e-08,2.8231189851029e-08,9.52069904317533e-08,6.45113255532304e-08,4.31393015334587e-08,8.24105371352274e-08,2.6769175386872e-08,2.98266505270322e-08,3.03619821481526e-08,6.04041099038487e-08,1.3154992250286e-08,6.8043579451325e-08
2.54682956693082e-08,2.60378940258343e-08,1.12943318303167e-08,6.79667267747133e-09,0,1.30358222117825e-07,1.17330482035491e-08,7.0673165547851e-09,3.79917573102245e-07,8.31558493182053e-08,1.85708863919124e-08,1.30365982303066e-07,2.20385792063267e-08,9.38374462073131e-08,3.09876844329583e-08,1.06988761936365e-08,3.50416659402889e-08,2.27609062236544e-08,1.66680065838895e-08,3.21830660281676e-08,1.0185437903106e-08,1.18645534325392e-08,1.18639174076472e-08,2.36388956547549e-08,5.0148287487478e-09,2.63206117310485e-08
3.31561441820837e-08,3.39039833334806e-08,1.510321373236e-08,9.46828877070435e-09,2.37574163573837e-07,0,1.67873448700302e-08,9.97323928890681e-09,5.2354174085676e-07,1.16817577786073e-07,1.61143669539275e-07,2.94343009058713e-08,5.64146356203462e-09,1.2923440630185e-07,2.59078122882941e-07,9.08480517629093e-08,5.11391151864227e-08,2.07579484869882e-07,2.3961552836381e-08,4.49531808809747e-08,1.36276884267861e-08,1.66900311271987e-08,1.67151444155142e-08,3.26298816772952e-08,6.88780636266101e-09,3.58813955525066e-08
2.39166147810794e-08,2.47673156359559e-08,1.02707679378205e-08,6.44854973898033e-09,2.64265190750348e-08,2.11217512038352e-08,0,1.00936492383778e-07,5.93462383887408e-08,7.7063648848305e-08,1.83090596733955e-08,1.9234235135047e-08,4.17003926553455e-09,2.11202932636229e-08,3.37079436781973e-08,1.41990204287426e-08,4.85986400499064e-08,2.75073661056262e-08,2.57236488903876e-08,4.55952648187852e-08,1.16088030512892e-08,1.33246655650106e-07,2.92229815597155e-08,4.23947725739573e-08,9.11335890410959e-09,4.15470918083116e-08
3.29925687590904e-08,3.45484651506182e-08,1.40656353133545e-08,8.70829280615682e-09,3.59944730165261e-08,2.79662597863882e-08,2.32641020215614e-07,0,8.03837068686721e-08,1.0319833533569e-07,2.38376741119992e-08,2.60950895612741e-08,5.74994117165653e-09,2.95564125505005e-08,4.58513845358317e-08,1.89591705434348e-08,6.36876718025848e-08,3.63433971062125e-08,3.38306315926536e-08,6.10404315774608e-08,1.61806362178293e-08,1.864393348099e-07,3.1748534263654e-07,6.25525023610574e-08,1.40739027806263e-08,6.09707310071692e-08
1.00878842232621e-08,1.00073315013514e-08,4.74652901843942e-09,1.69664927509263e-08,6.4602372775957e-08,4.91632159215879e-08,4.15739200779739e-09,2.54629589663798e-09,0,2.03520559112397e-07,4.43961763690488e-08,5.3573311719053e-08,1.59285214001115e-09,6.4149964832261e-09,1.11293004938576e-08,3.87775016430624e-09,1.29797818587865e-08,8.59828409786325e-09,5.97248292094992e-09,1.14228008370672e-08,3.64553512894173e-09,4.16821474731584e-09,4.19811268493461e-09,8.43451811942903e-09,1.79729104995169e-09,9.42031104721174e-09
7.38219840197561e-09,7.31385655758225e-09,3.50578807667933e-09,2.30295319929969e-09,7.59871315727921e-09,6.18194351850863e-09,3.12437634636751e-09,1.91055790024802e-09,1.22694766098782e-07,0,3.43132176733824e-08,6.62718092414098e-09,1.16448763610151e-09,4.76512732116889e-09,8.32254637210485e-09,2.92115222167811e-09,9.88575234221223e-09,6.56567719847821e-09,4.49155108023197e-09,8.48530074077878e-09,2.69435992991449e-09,3.10903023199216e-09,3.13786693868299e-09,6.26521024653936e-09,1.33419759933137e-09,6.98052313149079e-09
3.27222269743415e-08,3.31220423947715e-08,1.54114731517607e-08,1.02499872904885e-08,3.63574134265926e-08,1.85990129298839e-07,1.64617708611677e-08,9.82590793674984e-09,5.43336991872414e-07,7.0045866426593e-07,0,2.96800351763712e-08,5.42379816294777e-09,2.37141724985229e-08,4.19329973894384e-08,1.51094389747291e-08,5.21480339090233e-08,2.13343053788842e-07,2.35292103405794e-08,4.34914412191396e-08,1.3049485524981e-08,1.60800776236181e-08,1.62768157943358e-08,3.15201302853956e-08,6.65184693099708e-09,3.44002443907625e-08
3.54617642690336e-08,3.54157374119966e-08,9.54180714176228e-08,5.518139752696e-08,2.21201181296668e-07,2.72825111521584e-08,1.4052914464122e-08,8.65424110211743e-09,5.36290593009284e-07,1.15837679733744e-07,2.42966453663716e-08,0,2.86647665553732e-08,2.19912940027341e-08,3.76916176863639e-08,1.30393211091638e-08,4.29561782274673e-08,2.83964178659922e-08,2.01193299657117e-08,3.91222079572736e-08,1.26362182323812e-08,1.42231898002907e-08,1.4332251571624e-08,2.90086805961557e-08,6.19947257843666e-09,3.26684938805001e-08
4.98480594750598e-07,3.16904137981816e-06,1.21709548888753e-06,1.22035225821703e-07,3.11691008614835e-06,3.72845642739441e-07,2.06367768015414e-07,1.29215373092872e-07,1.15892000878148e-06,1.44767702224969e-06,3.14971398979931e-07,2.35586204134601e-06,0,1.69647986238142e-06,5.43306299275305e-07,1.87782459664429e-07,6.04466948102445e-07,3.91355406230074e-07,2.94886545694931e-07,5.81940687884351e-07,1.09740840961376e-06,2.11826159287115e-07,2.17534527162041e-07,4.41774112872035e-07,9.44486718457882e-08,4.99914036048002e-07
9.78437837209094e-08,1.02169875776702e-07,4.18852521593815e-08,2.52176264453046e-08,6.6800349515621e-07,5.07467322093979e-07,5.57372265578424e-08,3.32987895159883e-08,2.41172465446545e-07,3.08170460772105e-07,7.12519724073242e-08,8.07305542453428e-08,8.78023833655641e-08,0,7.98367333616244e-07,2.86578871667161e-07,1.54047773666385e-07,9.596596919627e-08,7.78763743468695e-08,9.10652724448267e-07,2.62160926643039e-07,5.61212729932543e-08,5.71629831744243e-08,1.13158686667446e-07,2.37444699951987e-08,1.25516757917886e-07
2.03089197677228e-08,2.10488181753028e-08,8.93454687668725e-09,5.47070282597977e-09,2.28518007174802e-08,1.11799565800759e-07,1.13709961300437e-08,6.75978313574827e-09,5.2264794733003e-08,6.72070979419118e-08,1.57985344615324e-08,1.73464168747984e-08,3.53330971866778e-09,8.75913563671486e-08,0,6.07223282355443e-08,3.30235780514275e-08,2.10696149576545e-08,1.61891516464732e-08,3.03778982424157e-08,9.10618949789682e-09,1.13157284004135e-08,1.14836346162505e-08,2.25237861466644e-08,4.70224066673385e-09,2.45821933377609e-08
