"5347745","5347570","5347189","5347001","5347288","5347030","5347660","5347268","5347551","5347053","5347605","5347460","5347170","5347960","5347161","5347798","5347555","5347720","5347707","5347703","5347318","5347245","5347258","5347675","5347980","5347058","5347205","5347545","5347692","5347541"
0,1.46516688130852e-07,1.9368118683663e-08,3.657382064656e-09,2.9404114519851e-08,4.25576594373456e-08,3.20337298304346e-08,2.16710019385097e-07,2.0852748472079e-08,1.50485578352294e-08,5.51199366292401e-07,2.17176272966875e-08,3.56705617230583e-08,6.31032181012189e-08,8.08730039001218e-08,4.13234325205255e-08,8.26074820575472e-09,3.09838107566367e-08,1.49257409974431e-08,3.71559346426803e-08,1.20507568607688e-08,5.82511060151216e-09,3.7926500033547e-08,1.04822737098087e-07,3.41089277052833e-08,1.37633645817777e-08,6.39108858486608e-08,2.2737872613641e-08,1.96335813116575e-08,6.98689034143992e-08
1.35802678731285e-07,0,1.12322428856936e-07,3.99728624349971e-09,3.29322241222574e-08,4.66946775834e-08,3.40583632509876e-08,2.36952720573241e-07,2.11195340038775e-08,1.02452810765111e-07,8.82436165060455e-08,2.24143071358525e-08,3.47092424592089e-08,5.98652655978605e-08,7.26847075609777e-08,3.96437780441089e-08,8.07166056125678e-09,3.01910186405614e-08,1.52797161252759e-08,3.80453794655584e-08,1.24821575591459e-08,6.14048067026864e-09,3.50867007918728e-08,9.18550540983124e-08,2.09076066611025e-07,1.46329282179562e-08,5.80681795697063e-08,2.35393690166669e-08,2.04178367273495e-08,6.44333666685318e-08
7.1481702525126e-08,5.30031247233201e-07,0,7.98821737272294e-08,1.18311854015567e-07,1.57549600045926e-07,1.12510812554512e-07,1.2579775563936e-07,6.76834132085266e-08,3.80275317486787e-07,2.73556739404503e-07,7.38610515001535e-08,1.0981830311965e-07,1.88405944161155e-07,2.26099100745844e-07,1.25162836411698e-07,2.60796927903687e-08,9.7021762943881e-08,5.05635807698508e-08,1.25200128614083e-07,4.18885260178359e-08,2.07829949356759e-08,1.10427045753196e-07,2.8410509981271e-07,7.33300592690932e-07,4.93790996103561e-08,1.82631911676256e-07,7.81899700860167e-08,6.79629552427967e-08,2.02318623049442e-07
2.86033228132203e-07,3.39875307015455e-07,1.65465605959167e-06,0,4.69801761201304e-07,5.93216959135904e-07,4.07856653070648e-07,4.64092489629876e-07,2.45764106610108e-07,1.51139184587703e-06,1.04906924179478e-06,2.74066327312749e-07,4.04545474147581e-07,7.06305635790906e-07,8.46555151578892e-07,4.69543797757591e-07,9.87353221211149e-08,3.61676681355899e-07,1.92637993072689e-07,4.85149047277529e-07,1.59502904280897e-07,8.02405932283061e-08,4.13273564147587e-07,1.07393844265108e-06,5.35468733670766e-07,1.91283011797928e-07,6.84898732825368e-07,2.94083592630774e-07,2.53947921109659e-07,7.62843988219076e-07
3.35138557872219e-08,4.27524993342046e-08,3.84184502086607e-08,7.05417290509142e-09,0,6.8186406825594e-07,4.73498916807757e-07,3.94081363461543e-07,2.37546962157397e-07,2.36889585829514e-07,1.43096747222622e-07,5.32116720488442e-08,7.08029495282808e-08,1.17709979252951e-07,1.30530159878702e-07,8.1823785212648e-08,1.75094715936587e-08,6.74817621502549e-08,3.64645259789823e-08,9.19059450554397e-08,3.05587797721609e-08,1.55273530895626e-08,6.43824644115448e-08,1.53377315382277e-07,6.50521170689908e-08,3.64756534850727e-08,1.07349793831069e-07,5.72910508177204e-08,5.02693815354044e-08,1.22597141108268e-07
6.90614485312041e-09,8.29185609648125e-09,7.02985816627147e-09,1.25717882657501e-09,8.20614690042747e-08,0,1.1937881179134e-07,1.31216806698829e-08,8.83108078064294e-09,7.12048065296666e-09,3.08607084027854e-08,1.37010178313292e-08,1.76083870612184e-08,2.88276270737365e-08,3.08174021507638e-08,2.07186374399355e-08,4.39396643600405e-09,1.72530133232664e-08,9.51537309033312e-09,2.28613125478252e-08,7.46398772162917e-09,3.7018554947351e-09,1.50813819726617e-08,3.45093562918583e-08,1.23006360205121e-08,8.9901387342683e-09,2.58422281031695e-08,1.41950824673156e-08,1.26005964810715e-08,2.98587944052482e-08
1.18270708564408e-08,1.36281973964313e-08,1.1285529052417e-08,2.02756809218424e-09,1.29170271368772e-07,2.6568261122081e-07,0,2.18052347248787e-08,9.20015719191272e-08,1.125416469374e-08,5.33927461395923e-08,1.53714530686544e-07,2.05327816072554e-07,5.42586387518923e-08,5.65502749717351e-08,3.89686535019433e-08,4.65492569968463e-08,3.23663899771457e-08,1.7423385868139e-08,4.22097460427013e-08,1.36506378020043e-08,6.60692940709163e-09,2.7522947161024e-08,6.14055479353997e-08,2.02610179574091e-08,9.53781536887193e-08,4.7563998098798e-08,2.5799545238784e-08,2.3161393301675e-08,5.57641022302028e-08
8.47763826719949e-08,9.94881253494324e-08,1.32539667025488e-08,2.34465446195877e-09,1.14139418388771e-07,3.16809489282747e-08,2.34109514968447e-08,0,8.67013063394872e-08,6.48246245537755e-08,3.46654408894379e-07,1.54204098948934e-08,2.3884286393337e-08,4.08815996454873e-08,4.94784828613748e-08,2.74553247236192e-08,5.54456419483345e-09,2.11747919466254e-08,1.04700222719473e-08,2.6300634068028e-08,8.47629037430705e-09,4.18347294802337e-09,2.37954379028708e-08,6.20067465116051e-08,2.40175190600925e-08,9.94031974218337e-09,3.96504917013118e-08,1.61622259093722e-08,1.4020610312698e-08,4.41162191848645e-08
2.05861640804663e-08,2.262586914078e-08,1.80899780792063e-08,3.181004019976e-09,1.73591714711833e-07,5.36021040887925e-08,2.47265992797958e-07,2.18141203811972e-07,0,1.61107144808012e-08,5.39198730824879e-07,2.77592807016236e-08,2.66398217352517e-07,7.42182490978365e-08,8.76534592590645e-08,4.97498855945967e-08,9.94294158881008e-09,3.8079014402169e-08,1.90234590749707e-08,4.76440930846674e-08,1.48917842082303e-08,7.29474257295624e-09,2.63188350355025e-07,5.97452477069258e-07,3.20652265732879e-08,1.73413761930299e-08,7.0821990922347e-08,2.8741942426097e-08,2.48572892515432e-08,7.88842795883798e-08
