"5354245","5354206","5354800","5354810","5354720","5354553","5354001","5354261","5354418","5354313","5354109","5354871","5354398","5354670","5354385","5354128","5354680","5354874","5354599","5354347","5354820","5354673","5354172","5354223","5354520","5354480","5354377","5354405","5354250","5354003","5354344","5354660","5354239","5354051","5354099","5354518","5354125","5354743","5354174","5354498"
0,1.88100908337867e-07,1.76138188499832e-08,8.46022722082156e-09,1.15820341072878e-08,2.11721279870861e-08,1.00898816547548e-09,9.66204370258434e-09,6.26038392020405e-08,3.77479910332624e-08,5.10917566020203e-08,4.21047623008645e-08,3.23782017364731e-08,2.3218434973464e-08,1.65939396980041e-08,1.79739679734788e-08,6.75140670096141e-08,5.9959331783291e-09,2.27247683229357e-08,3.66558845293703e-08,7.83200819191397e-09,3.40636558543893e-08,1.01206463317818e-08,2.16627166943634e-08,3.09564996883527e-08,3.79812849000662e-08,2.22811529602656e-08,7.01103061354034e-09,3.172995149182e-08,6.65099571183564e-09,2.79459616765427e-08,2.19592256949657e-08,4.75897840127634e-08,1.99058701958605e-08,2.44331156382937e-08,8.05230077881439e-09,7.09975633552502e-08,3.01090171248565e-08,1.21085762573776e-08,4.45431974909831e-08
1.95265265757398e-07,0,1.19832217173587e-07,9.58008068115494e-09,1.33218472923707e-08,2.39891541447525e-08,1.14594002889238e-09,1.11144610747736e-08,7.13017861188301e-08,4.292987484343e-08,5.81187878061209e-08,4.78509611152643e-08,3.66147549285759e-08,2.62988586652302e-08,1.87363412691149e-08,2.03731952851227e-08,7.69600942142073e-08,6.81107993207571e-09,2.61552304853609e-08,4.17097353969046e-08,8.84022603849312e-09,3.88015713964092e-08,1.15075498341282e-08,2.46458238131597e-08,3.53345334570689e-08,4.35027621732089e-08,2.53993574978785e-08,7.96263696066307e-09,3.61818008693025e-08,7.50783252556062e-09,3.17819553702156e-08,2.49614137991256e-08,5.42426163466652e-08,2.26668492539957e-08,2.79383990945635e-08,9.12703950759535e-09,8.06949434282413e-08,3.4458462088743e-08,1.37752200204866e-08,4.98333754602558e-08
3.82622332641283e-08,2.6410929438043e-07,0,7.99521353861127e-08,1.89407185300922e-08,3.390980967041e-08,1.63122770262966e-09,1.61290076481597e-08,1.0159831590785e-07,6.10628384396684e-08,8.2280764725278e-08,6.74411070514778e-08,5.12726931670214e-08,2.16876405694916e-07,2.61640077335168e-08,2.86823870559892e-08,1.09912564976976e-07,9.68628925435783e-09,3.76810660978269e-08,5.9438610850847e-08,1.25004187260052e-08,5.51885964656198e-08,1.64952075450724e-08,3.50339443611049e-08,5.03784921811156e-08,6.15437903564861e-08,3.63146759980231e-08,1.13167872421008e-08,3.05210643039213e-07,1.05044746811193e-08,4.48954530564478e-08,3.53103190423521e-08,7.7452330160826e-08,3.23746721306469e-08,4.0184586816532e-08,1.30399211492791e-08,1.1458191166468e-07,4.87229744162551e-08,1.95319524404022e-08,6.82604952164392e-08
5.4080089999702e-08,5.95095353840067e-08,2.41782698589e-07,0,2.25437312815668e-07,7.4385677865953e-08,1.72157466502657e-08,3.31167216244144e-08,1.9594498594281e-07,1.18480357675408e-07,1.55779237552831e-07,1.25454106535542e-07,8.6930254769215e-08,3.5789392534945e-07,4.52883088525264e-08,5.16455814451258e-08,2.17873514633066e-07,2.01605767876119e-08,7.69656564597274e-08,1.20188058186693e-07,2.51036783405668e-08,1.11714813372555e-07,3.32380291824872e-08,6.75668970671457e-08,9.8924627560702e-08,1.17902511817673e-07,7.32513283661423e-08,2.33759659254665e-08,4.96303246527908e-07,1.84651720854034e-08,7.7993606897098e-08,6.81275088469681e-08,1.5402487832609e-07,6.19219112123563e-08,7.93325203137806e-08,2.57770972592549e-08,2.2349960257151e-07,9.27811833658595e-08,3.81012279066579e-08,2.14748798519211e-08
2.94722928069775e-08,3.29787479188303e-08,2.1942509184153e-08,8.85529627523245e-08,0,5.14847677174515e-08,1.32171607325693e-08,1.56680973790188e-07,9.23633967224336e-07,5.64365866254448e-07,7.04489466382902e-07,1.01507805060386e-07,6.19235492473201e-08,2.29266087996438e-07,3.54664844250542e-08,4.14463963443772e-08,1.7816322428376e-07,1.59480599638834e-08,6.18354002633665e-08,9.72569176372428e-08,2.05910056652284e-08,9.05135225296325e-08,2.70385409585972e-08,5.56544435481698e-08,8.13469210077981e-08,9.66369724820953e-08,5.97024062590337e-08,1.85814319890261e-08,4.47254879403622e-08,8.23268338963878e-08,3.15781220023866e-07,5.53821873688274e-08,1.24128634794887e-07,5.09117161458174e-08,6.43885063419584e-08,2.10991046348023e-08,1.84632233103438e-07,7.6166602200064e-08,3.09984578329772e-08,1.47460978498885e-08
1.06527043817736e-08,1.19092279066317e-08,7.81932804535544e-09,5.87646698640586e-09,1.02427214127394e-08,0,6.16452261991571e-09,1.07192437327003e-08,5.66387119539087e-08,3.54541269857049e-08,4.18530466113126e-08,3.46013100565424e-08,2.03802450794322e-08,1.32219208231037e-08,1.19832500432214e-08,1.44300871097483e-08,6.72860516733137e-08,6.78584706867712e-09,2.58689646679815e-08,4.06558460938729e-08,8.79648210555015e-09,3.65179163831856e-08,1.10268183556501e-08,2.12529848282057e-08,3.24368571547294e-08,3.73636329337443e-08,2.43700920391283e-08,7.72763859974588e-09,1.62210727722562e-08,4.73134800619461e-09,1.77182217077677e-08,2.05771000940613e-08,4.86965872622912e-08,1.88523390884273e-08,2.53108284744175e-08,8.33478291760465e-09,7.37102019322894e-08,2.94380214484278e-08,1.2500511164166e-08,4.81098865606408e-09
6.64409901953967e-07,7.28671632214035e-07,4.78917779547917e-07,2.0764822986591e-06,3.97291984060657e-06,9.12711359701761e-06,0,4.39961892114766e-06,4.02366163161197e-06,2.57691251764519e-06,2.90040222055694e-06,2.47778477146136e-06,1.38272503919958e-06,8.52229605964648e-07,8.62230531571936e-07,1.05118893955081e-06,4.92481152727203e-06,2.55150186755489e-06,1.97114620412687e-06,3.03265402170717e-06,6.72189811148485e-07,1.5677348200524e-05,8.28233922795572e-07,1.59239813950146e-06,2.45988028200618e-06,2.79926383188743e-06,1.82607400151067e-06,2.9180907673489e-06,9.98963065377443e-07,3.31540402335441e-07,1.15384028230268e-06,1.52405764393366e-06,3.62609917441455e-06,1.40016042787607e-06,1.11620256722476e-05,6.14686743897968e-07,5.38591428299776e-06,2.21893340570661e-06,9.58386504126991e-07,3.24633707110136e-07
2.48482506481767e-08,2.7834079175115e-08,1.83796241571584e-08,1.30394357245108e-08,1.53156163366157e-07,5.17950414665855e-08,1.45158405818213e-08,0,1.56565453211966e-07,5.7045147553532e-07,1.14131652648302e-07,9.61418014593621e-08,5.33111570881962e-08,3.30106619178886e-08,3.33216783675093e-08,3.99154013519433e-08,1.08775763963547e-06,1.75204630822039e-08,6.71900040716532e-08,1.04081979222946e-07,2.26612590946413e-08,5.68696689221452e-07,2.90823843729598e-08,5.78093300157197e-08,8.66853504716262e-08,1.01170811790985e-07,6.40110993407126e-08,2.02833864122688e-08,3.77121383793824e-08,1.27620582189103e-08,4.43686529041556e-08,5.63645455798862e-08,1.3311077075425e-07,5.19765145750249e-08,6.83346556609296e-08,2.21218267431254e-08,1.93974330537048e-07,7.96207852709919e-08,3.33355485450396e-08,1.26002847718703e-08
3.78700098344045e-09,4.23545645615944e-09,2.77605737742724e-09,1.84476536785681e-09,2.23698104477793e-08,6.65993114535586e-09,3.62978803207464e-10,3.85154028518903e-09,0,1.00284014056504e-07,1.09134826294176e-07,9.8997219104377e-08,8.8710171068711e-09,5.19381470318965e-09,6.011570308448e-09,7.24183119624084e-09,3.03128040768356e-08,2.60740146015439e-09,1.04384036736242e-08,1.63613177494033e-08,3.55689788322718e-09,1.49727792855535e-08,4.64670346070219e-09,9.87673359982035e-09,1.41938974749643e-08,1.70218218775934e-08,1.03561296940422e-08,3.09458536863096e-09,5.64377899443517e-09,2.24200512837177e-09,7.0099147317128e-09,9.82730503733344e-09,2.16608085676038e-08,8.92669028148456e-09,1.12174531475627e-08,3.61618623861538e-09,3.21901565871176e-08,1.35418827929392e-08,5.51224207460882e-09,2.12772082869295e-09
