"5395200","5395025","5395015","5395001"
0,5.78099953094915e-08,1.76828144172063e-07,1.01990590034289e-08
1.38069050556014e-07,0,1.81094139714915e-07,1.06411313923096e-07
7.35216633865388e-08,3.07607539523397e-08,0,3.41481484791119e-08
6.57318036746088e-08,3.50625633160019e-07,6.43860122108564e-07,0
